,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
468,UA Multimedia,"California, USA","Holding company and a solution provider in the area of fintech, blockchain, DeFi and AI.  #Bitcoin #Ethereum #crypto",2009-08-27 00:40:04,2799.0,2453,94,False,2021-02-10 20:27:47,We believe more large companies will eventually get involved with #Bitcoin one way or another.  Will make #BTC more… https://t.co/ICKwXLRAE7,"['Bitcoin', 'BTC']",Twitter Web App,False
469,FreeDa,,#Tshirts,2016-04-10 16:14:50,3631.0,3564,3787,False,2021-02-10 20:27:41,Let's pumping bitcoin together with new creative design of the #bitcoin with #redbubble ! #btc with #balloons It is… https://t.co/Nx9fBB44PS,"['bitcoin', 'redbubble', 'btc', 'balloons']",Twitter Web App,False
470,BTCMANAGER,United Kingdom,"Your home for #Bitcoin, #Blockchain, #Ethereum & #FinTech news & information. Send news tips/PRs/proposals to editor@btcmanager.com.",2015-08-17 15:27:41,40465.0,1710,7083,False,2021-02-10 20:27:30,"#Twitter Mulling Making #Bitcoin Purchase, Says Company CFO 

BY: Anthonia Isichei

https://t.co/ZflFbmAK39… https://t.co/3Nms2sRtUX","['Twitter', 'Bitcoin']",btc manager wordpress news,False
471,Levi,,,2018-02-27 07:13:38,2.0,0,3,False,2021-02-10 20:27:29,"Alas, we have crossed the rubicon. #Credits blows past speed test expectations 💨. We’re watching the beginning of s… https://t.co/aVWz5UCVOE",['Credits'],Twitter for iPhone,False
472,Tamilvideorock,chennai,Watch all types of videos in on website. Watch videos and happy to share.,2012-01-14 13:25:55,256.0,1698,60,False,2021-02-10 20:26:43,PUML Airdrop Get free 30 PUML coin to register my refer link | Cryptocur... https://t.co/ITOROASBrY via @YouTube… https://t.co/kRoWyqAl39,,Twitter Web App,False
473,CRYPTO LOKi,,#bitcoin   #Crypto TRADER ⚡ #margin #futures #binance #TRADİNG #nft #defi #oracle,2018-06-16 12:45:41,1627.0,240,1848,False,2021-02-10 20:25:49,"$DIA volume rise continues on the chart. When the resistance is passed, the rise will accelerate.

#bitcoin #btc… https://t.co/4o5K7m3mTh","['bitcoin', 'btc']",Twitter Web App,False
474,Crypto Analyser,,Follow and enable Notifications! Contact me on technocrat7191@gmail.com if you find any issues or if you want more currencies to be tracked.,2020-12-22 02:48:57,5.0,1,3,False,2021-02-10 20:25:48,"Current time = 01:55:48 IST 
🔸 USDT(INR): 74.985
🔸 BTC(USD): 45014.119 ₿
🔸 BTC(INR): 3382359.5
🔸 ETH(USD): 1733.259… https://t.co/1AZgIxrITf",,,False
475,John Perez,"Edinburgh, Scotland","BTC Enthusiast, Investor. Portfolio Manager  //For VIP Telegram access contact me (VIP signals) https://t.co/WxRKhPsYNX",2012-01-19 17:36:30,1154.0,87,364,False,2021-02-10 20:25:45,"SIGNAL FOR #IOTA COIN:

Huge Volume build-up: 

Purchase it under 1823

Target1: 1836 Target2: 1861 Target3: 1891… https://t.co/NNslzQy7td",['IOTA'],VIP SIGNLS,False
476,Macro KANZ,Only remaining Land ofthe Free,$BTC 🚀✨ Sarcastic. Cynical. Real. Truthful. The world has to change. Follows and retweets are not endorsements. Follow me!,2010-04-12 11:05:54,314.0,917,664,False,2021-02-10 20:25:26,"#bitcoin and #eth update:
It's cooling down. Looks a healthy retracement. I would expect most probably for #btc to… https://t.co/14e4vV5ZEs","['bitcoin', 'eth', 'btc']",Twitter for Android,False
477,Pentekontera,,"Crypto Analyzer
https://t.co/QdQDbMc8xr",2021-02-04 09:26:10,6.0,7,10,False,2021-02-10 20:25:02,@elonmusk it's time. time to go to the moon 🤜HODL🤛 #DogecoinToTheMoon #DogeArmy #dogecoin #Btc #Bitcoin,"['DogecoinToTheMoon', 'DogeArmy', 'dogecoin', 'Btc', 'Bitcoin']",Twitter for Android,False
478,Shaun Patterson,Orlando Fl,"single father of 2 
Instagram: ShaunPPatterson

#cashapp 
$ShaunPPatterson",2011-06-28 07:04:36,1496.0,2619,1653,False,2021-02-10 20:25:02,"Going to post this in Hope's someone with an insane amount of bitcoin wants to help me build a house. 
#Bitcoin
#BTC https://t.co/f6ZUVoWaXJ","['Bitcoin', 'BTC']",Twitter for Android,False
479,CryptoCurrency News,Bitcoin,"The original source of the latest news, insight, and commentary about #CryptoCurrency! Free Weekly Newsletter: https://t.co/Nt4yOiKJoH",2011-01-22 20:53:35,179616.0,697,5035,False,2021-02-10 20:24:47,"Someone bought a Tesla Model S in 2013 for 91.4 #BTC ($103,000). In today’s #Bitcoin value that would be over $4 mi… https://t.co/dKnDXVPhNl","['BTC', 'Bitcoin']",Twitter for iPhone,False
480,Bill Taylor,Atlanta,"Managing Director & CIO at Entoro Wealth;  Author ""The Taylor Report""",2014-01-17 18:18:31,439.0,195,1791,False,2021-02-10 20:23:41,"Quietly, a Massive Fundamental Way Business is Transacted is Taking Place https://t.co/SrMeZTBLuM via @Dwealth.news… https://t.co/uIBiuIOwOi",,Twitter Web App,False
481,luis Goncalvez,,"Ingeniero Agrónomo me encanta la tecnologia, la innovación, planificar y conectar para hacer la vida mejor, Donaciones BTC: 17VB8V5CuucB3q6fa77VSe7noc21ySeUjf",2009-05-30 01:47:58,1861.0,1513,550,False,2021-02-10 20:23:32,#Bitcoin ignores Lindsay Lohan's 'To the moon' tweet as #BTC price dips 7.6% https://t.co/ZGXrdGH0mF https://t.co/EruN5Bymn4,"['Bitcoin', 'BTC']",dlvr.it,False
482,Ryan Picha,"San Diego, CA",Bull Investor 💵 Crypto 💰Software Nerd 💡,2018-01-24 15:52:20,94.0,147,1183,False,2021-02-10 20:23:30,"Icon finally back to $1. Now time for 🚀 🌝 
#icx #icon #btc #Bitcoin #Ethereum #eth #Altseason2021 https://t.co/LfntCme1Zy","['icx', 'icon', 'btc', 'Bitcoin', 'Ethereum', 'eth', 'Altseason2021']",Twitter for iPhone,False
483,Crypto Victory,Canada,"The insiders look on Crypto - Updates, news and tips on all the details that YOU want to know about in the CRYPTO world.",2017-05-03 00:26:22,2107.0,5003,356,False,2021-02-10 20:22:43,#BITCOIN IS A BUY!! HOLD #BTC AND YOU WILL BE VERY HAPPY! https://t.co/rJbinZFndE,"['BITCOIN', 'BTC']",Twitter Web App,False
484,Robby,,Stock And Crypto Entrepreneur #crypto  #BTC #ETH #XRP #DOGE,2016-09-27 13:20:07,121.0,215,127,False,2021-02-10 20:21:47,"@WSBChairman Own half of one doing alt coin trades to increase my position!
#BTC #BITCOIN #Bitcoin","['BTC', 'BITCOIN', 'Bitcoin']",Twitter for iPhone,False
485,Richard Bailey,,Futures Trader,2013-03-20 17:40:41,816.0,335,112,False,2021-02-10 20:21:13,Always tried to keep my twitter to #fintwitter not personal interests so couldn't justify following @lindsaylohan b… https://t.co/RjIftYD0rQ,['fintwitter'],TweetDeck,False
486,j.o,"Tokyo, Japan🇯🇵",side biz trader & analyst｜https://t.co/uCKS77EsQ0 exclusive member｜#Bitcoin｜#bybit : https://t.co/j5mjX3FdUC,2019-05-10 00:02:23,695.0,157,1689,False,2021-02-10 20:20:59,"#Bitcoin #BTC #XBT
If $BTC price temporarily rebounds from here and rises, FR will not return to normal ... this is… https://t.co/OYAGANzaer","['Bitcoin', 'BTC', 'XBT']",Twitter Web App,False
487,CryptoSquawk,Australia,"24x7 Crypto market real-time audio squawk for Bitcoin / BitMEX day traders. Whale trade alerts, peak volume trading, price action. Buying / selling pressure.",2017-10-05 10:13:09,1281.0,25,72,False,2021-02-10 20:20:59,"⬆️⬆️ $BTC BUYING PRESSURE ALERT 📈 Price trading around 44892
          https://t.co/iMB1mj8Cs1 👈 #Bitcoin #crypto #BTC","['Bitcoin', 'crypto', 'BTC']",CryptoSquawkBot,False
488,Bill Taylor,Atlanta,"Managing Director & CIO at Entoro Wealth;  Author ""The Taylor Report""",2014-01-17 18:18:31,439.0,195,1791,False,2021-02-10 20:19:48,Huge Changes Begin Quietly! #digitalassetmanagement #wealthmanagement #venturecapital #cryptoassets #digitalassets… https://t.co/c4IuCF5OAc,"['digitalassetmanagement', 'wealthmanagement', 'venturecapital', 'cryptoassets', 'digitalassets']",LinkedIn,False
489,Alpha Digital #DCABTC,Malta,"BITCOIN IS DIGITAL GOLD! Buy Bitcoin, Hold Bitcoin Offline, Never sell Bitcoin! BTC better than SNP500! D.C.A. into BTC aka Stack Sats & be happy! #BTC #Bitcoin",2020-11-18 04:00:00,397.0,2479,15486,False,2021-02-10 20:19:35,"554.5 Days Left in the Bitcoin Bull Run! 2 year up, 2 years down, Halving, repeat cycle. August 18th 2022 will be n… https://t.co/NoMo0wNjx8",,Twitter Web App,False
490,R∆XIT MEHT∆,"Jamnagar, India",📉Technical-analysis + Professional-Financial Advisor📈,2020-04-11 09:25:29,48.0,35,286,False,2021-02-10 20:19:15,"JOIN TELEGRAM FOR FREE #Crypto SIGNAL ⬇️⬇️⬇️

SEARCH ➡️ #Cryptoking_india🇮🇳

#bitcoin #BTCUSD #btc @elonmusk… https://t.co/XHr6NaSKui","['Crypto', 'Cryptoking_india', 'bitcoin', 'BTCUSD', 'btc']",Twitter for Android,False
491,CryptoCraker🦞,"New York, USA","#Cryptocurrency Market analysis.
#Bitcoin #Ethereum #BNB #1inch #HTB 
My #BTC Donations adress.
188pwPaS3EP4Qaqasdc8peUFjJjv2Wc1SY",2020-01-07 10:16:48,112.0,284,647,False,2021-02-10 20:18:44,"$aave #aave target for $1k is ahead

move is started

#Bitcoin #Bitcoin #ETH #XRP #US #UK #CANADA #CHINA #CH #RUSSIA #RS #Crypto #btc #BNB","['aave', 'Bitcoin', 'Bitcoin', 'ETH', 'XRP', 'US', 'UK', 'CANADA', 'CHINA', 'CH', 'RUSSIA', 'RS', 'Crypto', 'btc', 'BNB']",Twitter for Android,False
492,Cayson Ridley,,,2020-09-04 07:31:23,0.0,1,0,False,2021-02-10 20:18:32,🤝 Follow me on @betfury_io. Let's hunt for Bitcoins together! Get an exciting experience on #1 I-Gaming platform wi… https://t.co/EHEz6gz6no,,Twitter Web App,False
493,Silverback Truth Seeker,,Lover of truth. We can make a difference in this world if we believe we can. r/wallstreetsilver #silversqueeze #silver #wallstreetsilver,2010-03-15 16:25:34,2183.0,922,146,False,2021-02-10 20:18:04,Who are we offending by being honest about #silvermanipulation? @jpmorgan  #silver #wallstreetsilver #silversqueeze… https://t.co/xKjKKmjxi8,"['silvermanipulation', 'silver', 'wallstreetsilver', 'silversqueeze']",Twitter Web App,False
494,Dogecoin Mascot,,💎💎💎💎,2020-12-29 07:49:15,127.0,52,974,False,2021-02-10 20:17:56,"#dogecoin GET @McDonalds TO ACCEPT #DOGECOIN AS A FORM OF PAYMENT 

#dogecoin #doge #dogecoinfrance #dogecoinarmy… https://t.co/qpXswPOqsB","['dogecoin', 'DOGECOIN', 'dogecoin', 'doge', 'dogecoinfrance', 'dogecoinarmy']",Twitter for iPhone,False
495,Nishant Bhardwaj,"Kota, Rajasthan","Philosopher, psychologist, spiritual, writer and a full time seeker. RW until India get a better option. Tweets may be offensive but are purely organic views.",2010-07-01 06:59:21,662.0,155,915,False,2021-02-10 20:17:28,"Keep an eye on $REEF. Easy 20-30% returns on the table.

#Bitcoin #BTC #dogecoin https://t.co/DYSOcDwC2K","['Bitcoin', 'BTC', 'dogecoin']",Twitter for iPhone,False
496,Crypto-michelⓋ,,#VeChain $VTHO $VET,2020-08-17 07:44:21,96.0,455,3589,False,2021-02-10 20:16:28,"@CryptoJake16 @elonmusk #ElonMusk if you real want to lower your #carbonfootprint , buy #Vechain $VTHO $VET  in ste… https://t.co/KfP2BucgXR","['ElonMusk', 'carbonfootprint', 'Vechain']",Twitter for Android,False
497,CryptoParos,New York,Pilot + Industrial Engineer + PhD in World Politics. TA's never investment advice. https://t.co/6IC98De3tT,2020-09-04 23:54:04,4150.0,0,1802,False,2021-02-10 20:16:19,"HEADS UP !

For all the analysis I share, do not buy any coin without checking some indicators ...

#btc￼  #BTC… https://t.co/9nNi4urEFM","['btc', 'BTC']",Twitter Web App,False
498,Borsatakipcisi,"Konya, Türkiye",#Bitcoin,2018-11-25 11:49:39,186.0,347,5020,False,2021-02-10 20:16:01,"$algo best project and best team with going ATH 🚀🚀🚀
Buy more
#BTC #Bitcoin https://t.co/tYOH5RnWzX","['BTC', 'Bitcoin']",Twitter for Android,False
499,CryptoFractal,,I’m here for Crypto Twitter! #Bitcoin         #BTC #ETH #ZIL #ADA #LINK #XRP,2020-12-11 19:19:54,46.0,258,1032,False,2021-02-10 20:15:37,"History in the making #bitcoin 
#btc $BTC https://t.co/1WS9SPJL46","['bitcoin', 'btc']",Twitter for iPhone,False
500,#MakeADifference,Online,"Are you ready to make a difference?

Get $100

by downloading the free app

https://t.co/aCR3jEahTa

Prioritize People Over Profits & Help Local Businesses",2015-05-02 16:54:25,78780.0,46656,120853,False,2021-02-10 20:15:18,"https://t.co/zdsqyF1dxf ""We don't plan to invest in Bitcoin,"" says CEO of company that made the Pontiac Aztek… https://t.co/2gcqgbPBWD",,Twibble.io,False
501,Minik,Machi pichu,miniminicikportöy,2019-12-15 18:54:49,14.0,38,159,False,2021-02-10 20:15:00,"#Bitcoin #btc 
Buy dip and going moon $algo https://t.co/smxnBTWeLm","['Bitcoin', 'btc']",Twitter for Android,False
502,Borsatakipcisi,"Konya, Türkiye",#Bitcoin,2018-11-25 11:49:39,186.0,347,5020,False,2021-02-10 20:14:14,"$algo for not need Elon Musk because algo best project and going moon soon 🚀🚀
#BTC #Bitcoin","['BTC', 'Bitcoin']",Twitter for Android,False
503,bidcoin_channel,,"bidcoin is a revolutionary way to get #cryptocurrencies, such as #bitcoin #btc or #ethereum #eth
Have fun and obtain your reward on https://t.co/e6GIKqoEf7",2019-07-16 17:34:52,25.0,1,1,False,2021-02-10 20:14:02,"🤑 The #bidcoin platform is a #revolutionary way to get #cryptocurrencies at amazing #deals, such as #bitcoin… https://t.co/UO1rkrLFQY","['bidcoin', 'revolutionary', 'cryptocurrencies', 'deals', 'bitcoin']",BidNews,False
504,OnlyB,Republic of Slovenia,"I dreamed, that one day someone will wake me up, and say: You are a billionaire! :)",2015-08-17 16:34:53,146.0,497,2526,False,2021-02-10 20:13:56,"#ELA to the moon 
#Bitcoin #BSC #BTC #ALTSEASON #Amici20 #altcoins https://t.co/5zV0IcNvgb","['ELA', 'Bitcoin', 'BSC', 'BTC', 'ALTSEASON', 'Amici20', 'altcoins']",Twitter for Android,False
505,ADR Investors,"City of London, London",Asset | Direction | Range 👨🏻‍💻 Global Financial Markets | Trading and Investments. @etoro partner 💚 - ADR Trading Group,2020-11-17 13:21:07,490.0,146,965,False,2021-02-10 20:13:42,"#Tesla’s $1.5 billion #Bitcoin buy could forever change corporate finance

$TSLA #TSLA $BTC #BTC https://t.co/eSPwFAlrEW","['Tesla', 'Bitcoin', 'TSLA', 'BTC']",WordPress.com,False
506,Ömer Mumcuoğlu,İstanbul,Business & Service Process Manager @Turkcell,2011-09-12 15:38:04,239.0,710,1439,False,2021-02-10 20:13:33,What do you think about @avalancheavax !? It is best coin I think😎 #btc #Bitcoin #AVAX @el33th4xor https://t.co/fQlbi4kBEI,"['btc', 'Bitcoin', 'AVAX']",Twitter for iPhone,False
507,Borsatakipcisi,"Konya, Türkiye",#Bitcoin,2018-11-25 11:49:39,186.0,347,5020,False,2021-02-10 20:13:19,"$algo going to fast ath buy dip and hodl 🔥🔥
#BTC #Bitcoin","['BTC', 'Bitcoin']",Twitter for Android,False
508,Hiren Patel 🌲 ₿itc.com 🌲,USA,Digital entrepreneur. Remote investor of #Domains #Bitcoin #RealEstate #Stocks . Intention behind any action is key. Good intention = Walking on right path.,2015-04-04 12:52:25,1674.0,763,10361,False,2021-02-10 20:12:58,"This is the first tweet about #Bitcoin on Twitter.

#BTC #CryptoNews #Crypto #Blockchain #Ethereum https://t.co/ma0z5tziks","['Bitcoin', 'BTC', 'CryptoNews', 'Crypto', 'Blockchain', 'Ethereum']",Twitter Web App,False
509,CryptoSVET (Official) Ⓥ,,#CryptoNews #Blockchain #CryptoMarket #VeChain #VET #SHAman @Inheriti_com @SafeHavenio #SHA @vechainofficial #VeFam @VulcanVerse @HackenClub #HAI @LunarCrush,2020-08-06 12:26:17,114.0,139,677,False,2021-02-10 20:12:49,"More People HODLing #Bitcoin Hurts Case for Buying, Selling With It, Says @MorganStanley https://t.co/0M0hQt70zs… https://t.co/geWo1y5zRK",['Bitcoin'],Twitter for iPhone,False
510,Mathews Abraham,Kuwait,#Bitcoin #CryptoCurrency,2009-09-21 05:50:17,79.0,160,33,False,2021-02-10 20:12:32,#Bitcoin #crypto #CryptoNews #BTC  how good to see this. https://t.co/IyKmUGofd0,"['Bitcoin', 'crypto', 'CryptoNews', 'BTC']",Twitter for iPhone,False
511,Rohin Thakrar,,,2018-11-02 11:18:31,44.0,483,326,False,2021-02-10 20:11:56,Here we have a Dec 23 2020 announcement by #Canada #fintech $Mogo of an initial corporate investment of up to $1.5… https://t.co/53siDQzA2s,"['Canada', 'fintech']",Twitter for iPad,False
512,F*ck you bears,"Bull Run, VA","Learning about the world of investments.
 

#ibex35 , #nasdaq & #crypto * #eth #link #ltc #btc *",2020-09-15 16:50:08,12.0,44,51,False,2021-02-10 20:11:31,"Recently Tesla, PayPal and microstrategy have invested in #Bitcoin 

Ark invest (the most bullish fund in 2020)  an… https://t.co/oOggX55iWH",['Bitcoin'],Twitter for Android,False
513,Crypto Edo-San,,Beware scammers! #bitcoin,2018-05-01 11:41:34,37.0,71,172,False,2021-02-10 20:11:24,"See... just what I said in my earlier tweet... #whales at work so they can #buythedip again ✅ 
Let’s see where we g… https://t.co/D7P3FHAUyV","['whales', 'buythedip']",Twitter for iPhone,False
514,Bitcoin Mate (BTC News App),,Your BTC and crypto mate available FREE on Google Play!,2015-03-08 06:31:18,3309.0,1976,201,False,2021-02-10 20:11:14,3DwTsiaH4TJ2d1LPdApBNAkYiPfmW3WmJf How Nigeria and India Are Dealing With Crypto Bans https://t.co/vvEavB676d #btc… https://t.co/GuciWdsa3N,['btc'],Twibble.io,False
515,Stewart Fulton,"Sugar Land, TX",https://t.co/G0I9sQyWdq https://t.co/prkZdxURuf #bitcoin,2020-05-01 20:48:25,141.0,303,2241,False,2021-02-10 20:10:25,"Bitcoin Ahead of Schedule? https://t.co/qsMhZM1ScO 
#Bitcoin 
#BTC 
#BitcoinATM 
#BuyBitcoin 
#SellBitcoin","['Bitcoin', 'BTC', 'BitcoinATM', 'BuyBitcoin', 'SellBitcoin']",Twitter Web App,False
516,aWebAnalysis | Crypto,Blockchain,"Cryptocurrencies price monitor & analysis tools.
 
Buy Crypto on Binance with a permanent 20% Discount on all commissions with this link: https://t.co/Z8wYIvvNsT",2017-08-30 19:26:58,1877.0,1454,33,False,2021-02-10 20:10:02,"Bitcoin BTC Current Price:
$45,179.70
1 Hour: 0.43% | 24 Hours: -3.90% | 7 Days: 21.97%
#btc #bitcoin","['btc', 'bitcoin']",AwebAnalysis,False
517,Kelman Law PLLC,New York & Taipei,"We're corporate attorneys serving #crypto and #FinTech startups‍ and investors. 
#中文",2020-06-19 14:49:47,517.0,551,2037,False,2021-02-10 20:10:02,"Bitcoin Pizza, Meet Bitcoin Tesla: Someone Bought a Model S in 2013 for 91.4 BTC https://t.co/yebeSyeh33 Via… https://t.co/5WRsupTI8X",,SocialBee.io v2,False
518,Zachary Kelman,"Manhattan, NY",Managing Partner @kelmanlawcrypto | FinTech • MTL • Litigation,2011-07-16 00:31:50,1336.0,376,3867,False,2021-02-10 20:10:00,Why you shouldn't sell your Bitcoin for the next 100 years | Interview with Michael Saylor Via @cointelegraph… https://t.co/SktcGFrVnj,,SocialBee.io v2,False
519,CryptoParos,New York,Pilot + Industrial Engineer + PhD in World Politics. TA's never investment advice. https://t.co/6IC98De3tT,2020-09-04 23:54:04,4150.0,0,1802,False,2021-02-10 20:09:29,"AAVE / BTC

Safer to enter the trading when the #AAVEBTC crossess up the second target.🚀

All the best.🙏

#aave… https://t.co/JbxetQ2E6p","['AAVEBTC', 'aave']",Twitter Web App,False
520,Cryptocurrencies / USD,,Stay updated on the main cryptocurrencies of the market | @cryptosEUR for EUR | Do you miss any coin? ➡️ DMs open,2018-08-02 10:06:05,3910.0,1,10,False,2021-02-10 20:09:08,"🔄 Prices update in $USD (1 hour):

$BTC   - 45100.1 $   (+0.02 %)
$ETH   - 1739.27 $   (-0.21 %)
$XRP   - 0.49 $… https://t.co/rTIYvMfGjm",,Cryptocurrencies prices to USD,False
521,612Crypto,"Minneapolis, MN",Stacking SATs and talking smack | $ETH $LINK $DOT $WISE $ALGO $ADA $WAN $VET | Betfury for free bitcoin: https://t.co/Quvv3CD690,2009-10-15 20:43:32,191.0,383,4019,False,2021-02-10 20:08:09,Fuck. We are getting near the top arent we... hahaha. #Bitcoin #btc https://t.co/32EFBxIeZ9,"['Bitcoin', 'btc']",Twitter for iPhone,False
522,CryptoCommunityPump,,hey guys! join our crypto community! we vote the coin we pump together!! so everyone make profits from our pump!💯🚀,2021-02-08 10:15:26,68.0,5,1,False,2021-02-10 20:07:50,Join our pump group! We vote the coin as a community!! 100% fair!😊🚀(LINK IN MY BIO)🚀 #xrp #xlm #btc #bitcoin… https://t.co/8hX20DMAko,"['xrp', 'xlm', 'btc', 'bitcoin']",Twitter for iPhone,False
523,Ran Hendriks,Amsterdam,"Keynote speaker, drone work shop, masterclasses about drones. Permanent Beta. Drone Pilot and Founder of Drone Addicts. 
Want to talk? info@droneaddicts.nl",2012-03-28 09:03:51,611.0,432,70,False,2021-02-10 20:07:20,"@MrOnos147 @elonmusk Check this, don’t wait @doktervil #ElonMusk #btc #bitcoin 
🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀","['ElonMusk', 'btc', 'bitcoin']",Twitter for iPhone,False
524,Bacarella,"Bryant, AR",,2013-09-10 23:44:57,16.0,150,1341,False,2021-02-10 20:07:06,"Want to buy #dogecoin?

Join Binance, the most secure US based cryptocurrency exchange!

https://t.co/No3tKnHEs8… https://t.co/rOUcw5vib8",['dogecoin'],Twitter Web App,False
525,Laubette,potter's ground,$Laubette,2008-11-23 06:52:15,24.0,81,628,False,2021-02-10 20:06:57,"@CashApp My dear friend @jack knows far more about #Bitcoin #BTC than me, @CashApp .

Pretty sure you have his $Cas… https://t.co/WOCoCRJxAN","['Bitcoin', 'BTC']",Twitter for Android,False
526,Bitcoin Is The KING 👑,,"Never invest money you can't afford to lose. Calls can be wrong. You've been warned.
FR / EN",2016-02-01 23:43:59,530.0,44,938,False,2021-02-10 20:06:55,"I was #BTC maxi ! But now..

Now, I see the full potential of #BNB ! 

#Bitcoin is like raw gold. And #BNB is like… https://t.co/6fugzA7th7","['BTC', 'BNB', 'Bitcoin', 'BNB']",Twitter Web App,False
527,Crypto News Alerts 🔥🎙,,🎥 Crypto Podcaster #Bitcoin Maximalist | Stackin’ Sats 4Life 😎🚀 Visit YouTube Channel For ‘Daily’ Show👇🏼,2019-09-13 22:06:25,6356.0,387,9476,False,2021-02-10 20:06:51,“The only weapon they have to fight is printing more fiat paper which of course makes the price of #bitcoin go high… https://t.co/zyhrtGTREc,['bitcoin'],Twitter Web App,False
528,Bitcoin Mate (BTC News App),,Your BTC and crypto mate available FREE on Google Play!,2015-03-08 06:31:18,3309.0,1976,201,False,2021-02-10 20:06:14,"DeFi wars heat up as Curve Finance TVL hits $3.99B, surpassing Uniswap https://t.co/nhLDwNvEng #btc #bitcoinnews #bitcoin","['btc', 'bitcoinnews', 'bitcoin']",Twibble.io,False
529,j.o,"Tokyo, Japan🇯🇵",side biz trader & analyst｜https://t.co/uCKS77EsQ0 exclusive member｜#Bitcoin｜#bybit : https://t.co/j5mjX3FdUC,2019-05-10 00:02:23,695.0,157,1689,False,2021-02-10 20:04:59,"#Bitcoin #BTC #XBT
Elliott 1st and 3rd waves adjusted by 30% each time, 5th wave adjusted by 30% from the starting… https://t.co/TNqKKjQPQi","['Bitcoin', 'BTC', 'XBT']",Twitter Web App,False
530,SeeG,Above You !,"Veni-Vidi-Tweeti / in #btc, #eth, #vet, #vtho, #ada, #sol WE TRUST!",2019-10-09 21:25:48,8.0,0,49,False,2021-02-10 20:04:57,#btc    #bitcoin    #Ethereum  #ETH #dogecoin  #VeChain #VeThor Start investing in a useful crypto like VeChain tod… https://t.co/j1Bd1JDhBU,"['btc', 'bitcoin', 'Ethereum', 'ETH', 'dogecoin', 'VeChain', 'VeThor']",Twitter for iPhone,False
531,Paloma Monnappa,,,2021-02-02 14:24:43,15.0,34,29,False,2021-02-10 20:04:50,@Zenon_Network is blockchain history in the making. Interconnectedness and freedom through technology. There is so… https://t.co/yjzVLCBzJ0,,Twitter for iPhone,False
532,Goat Pool Capital,,A gain train in its own lane. Goat 🐐 Pool 🌊 identifies potential plays that can pay. DM for our discord! *We do not offer financial advice. Do your own DD*,2021-02-04 02:42:47,8.0,13,40,False,2021-02-10 20:04:40,"By the end of the year what will $LINK ‘s price be?

#Bitcoin  $eth $doge #doge $dot $atom $chz $sushi  $trx $xtz… https://t.co/5PLb6WhbXr","['Bitcoin', 'doge']",Twitter for iPhone,False
533,The Wolf of Crypto,"Washington, DC","Life, Liberty & the Pursuit of #Bitcoin, keep the shitcoins. 📈",2020-11-23 02:44:14,15.0,122,643,False,2021-02-10 20:03:26,Alt season is the sneeze that just won't come out. It's pumping but goddam come out already! #btc #bitcoin #eth #Ethereum #altcoins,"['btc', 'bitcoin', 'eth', 'Ethereum', 'altcoins']",Twitter for iPhone,False
534,Ömer Aga Akbas,"Amsterdam, The Netherlands","Tech💻
Ideas? Hit me up on DM!",2020-11-29 23:30:14,4.0,40,94,False,2021-02-10 20:02:44,loading...   #Bitcoin #BTC https://t.co/CUvtgkDmh5,"['Bitcoin', 'BTC']",Twitter for iPhone,False
535,CryptoWhaleTrading,United States,#Bitcoin Our Team is focused to provide best Trade Signals for daily traders and short and long term traders. We provide insider news to gain max profits and TA,2020-09-18 07:29:41,52.0,264,230,False,2021-02-10 20:02:17,"Next Mega pump coming.. Buy $HNT @helium now... for 3x to 5x gains within short term. 

HNT/USDT   (#binance)

Buy… https://t.co/TwYRz56fhh",['binance'],Twitter for Android,False
536,NEWSBTC,Global,"The fastest in #bitcoinnews, #bitcoinprice and #cryptocurrency price analysis. Send news tips and enquiries to contact@newsbtc.com",2013-10-23 02:56:45,46935.0,3118,4614,False,2021-02-10 20:01:37,"Bitcoin Market Cap Surpasses Tesla, Here's Which Companies Are Next
 #bitcoin #btc #btcusd #btcusdt #crypto #xbt… https://t.co/Wzd4Rl7SXm","['bitcoin', 'btc', 'btcusd', 'btcusdt', 'crypto', 'xbt']",FS Poster,False
537,The Signal,London/Tokyo,"We provide you with the best short/mid #Bitcoin trading pair #cryptocurrency signals. 
Available for both Bittrex and Binance exchanges.",2017-11-21 23:23:38,6239.0,11,1502,False,2021-02-10 20:01:33,"Join 'The Signal Premium' 

- Daily early trade Signals
- 80% success rate
- Premium Telegram &amp; Twitter access
- fo… https://t.co/vqWyQFQBnO",,The Signal Feed,False
538,coinOK,,Now part of the Dogecoin community.,2013-12-05 23:34:07,9798.0,3337,193,False,2021-02-10 20:01:28,1 BTC Price: Bitstamp 45213.96 USD Coinbase  USD #btc #bitcoin 2021-02-10 15:01 https://t.co/1DH5XhRIUu,"['btc', 'bitcoin']",CoinTweety,False
539,Binance Coin Tracker,,Your buddy to find the best trade opportunities for you.,2018-01-09 10:08:01,204.0,72,1,False,2021-02-10 20:01:11,"🤩$COCOS 🤩Buy Signal
▶Pair: COCOS/USDT 
🚦Signal: Hidden Bull Divergence - 4h 
💰Price: 0.6411 

#btc #bitcoin… https://t.co/KQTWB5DgWp","['btc', 'bitcoin']",Genius Crypto,False
